,name,country,lat,lng
I135310074,University of Wisconsin–Madison,US,43.07305,-89.40123
I75027704,University of Tennessee at Knoxville,US,35.96064,-83.92074
I4210086792,Hannah Research Foundation,GB,55.480186462402344,-4.575772762298584
I137902535,North Carolina State University,US,35.7721,-78.63861
I198105771,Kasetsart University,TH,13.75398,100.50144
I24603500,University of Massachusetts Amherst,US,42.37537,-72.51925
I51158804,Massey University,NZ,-40.35636,175.61113
I141597827,Fonterra (New Zealand),NZ,-36.84754943847656,174.7696990966797
I1294671590,Centre National de la Recherche Scientifique,FR,48.85341,2.3488
I205747304,Institut National Polytechnique de Toulouse,FR,43.60426,1.44367
I4210148006,Laboratoire de Génie des Procédés – Environnement – Agro-alimentaire,FR,47.27506,-2.2179
I4210153104,École Nationale d'Ingénieurs des Techniques des Industries Agro-Alimentaires,FR,47.21725082397461,-1.5533599853515625
I913481162,Wageningen University & Research,NL,51.97,5.66667
I79817857,University of Guelph,CA,43.54594039916992,-80.25598907470703
I173911158,Iowa State University,US,42.03471,-93.61994
I153230381,Charles Sturt University,AU,-33.430023193359375,149.56556701660156
I204824540,University of Wollongong,AU,-34.42399978637695,150.89344787597656
I69552723,University of Pretoria,ZA,-25.74485969543457,28.187829971313477
I44738892,University of Agriculture,NG,7.73375,8.52139
I134820265,Consejo Superior de Investigaciones Científicas,ES,40.4165,-3.70256
I111599522,Jiangnan University,CN,31.568870544433594,120.28856658935547
I43406934,Université Laval,CA,46.81228,-71.21454
I111236770,University of Vermont,US,44.47588,-73.21207
I27577105,University College Cork,IE,51.89796829223633,-8.470609664916992
I4210116533,Morinaga (Japan),JP,35.68331527709961,139.76792907714844
I4210141468,Megmilk Snow Brand (Japan),JP,43.07310104370117,141.38583374023438
I4210166507,Food Research and Development Institute,BG,42.14411926269531,24.740873336791992
I21370196,Aristotle University of Thessaloniki,GR,40.64360809326172,22.93086051940918
I99464096,KU Leuven,BE,50.87959,4.70093
I3122748864,"""Dunarea de Jos"" University of Galati",RO,45.43687057495117,28.05027961730957
I2799300731,Norwich Research Park,GB,52.62389373779297,1.22394597530365
I3018370718,Quadram Institute,GB,52.62783,1.29834
I5023651,McGill University,CA,45.50884,-73.58781
I1331897569,Agriculture and Agri-Food Canada,CA,45.411170959472656,-75.6981201171875
I19008122,Mangalore University,IN,12.91723,74.85603
I185492890,University of Canterbury,NZ,-43.53333,172.63333
I52357470,The Ohio State University,US,39.96118,-82.99879
I4210099947,Biopolymères Interactions Assemblages,FR,47.21725,-1.55336
I4210147050,Institut Français de la Brasserie et de la Malterie,FR,48.65123748779297,6.13564920425415
I90610280,South China University of Technology,CN,23.116670608520508,113.25
I205783295,Cornell University,US,42.44063,-76.49661
I193662353,Utrecht University,NL,52.09083,5.12222
I53110688,University of Córdoba,ES,37.89154815673828,-4.772749900817871
I4210135996,Institut Agro Dijon,FR,47.31344,5.01391
I4210132287,Laboratoire Science & technologie du Lait & de l'œuf,FR,48.11109,-1.67431
I2800285241,Institut Agro Rennes-Angers,FR,48.11109,-1.67431
I131868736,Prince of Songkla University,TH,7.19882,100.5951
I150693791,Mount Holyoke College,US,42.258419036865234,-72.57453155517578
I2279609970,Université de Lille,FR,50.63297,3.05858
I530967,Toronto Metropolitan University,CA,43.70643,-79.39864
I110116418,Maharaja Sayajirao University of Baroda,IN,22.309900283813477,73.18599700927734
I85744235,Instituto Piaget,PT,40.66165,-7.90905
I889458895,University of Hong Kong,HK,22.26861,114.12924
I130828816,University of Leeds,GB,53.79648,-1.54785
I71270174,Victoria University,AU,-37.81399917602539,144.96331787109375
I170979836,Jadavpur University,IN,22.50076675415039,88.36820220947266
I52158045,China Agricultural University,CN,39.907501220703125,116.39723205566406
I72951846,Washington State University,US,46.73127,-117.17962
I1314251682,Institut National de la Recherche Agronomique,MA,34.013248443603516,-6.832550048828125
I4210157468,Oniris,FR,47.21725,-1.55336
I241749,University of Cambridge,GB,52.2,0.11667
I2801304276,Center for NanoScience,DE,48.137428283691406,11.57548999786377
I133731052,University of Helsinki,FI,60.16952,24.93545
I4210162472,Fuji Oil (Japan),JP,34.69374084472656,135.50218200683594
I4210157909,Centro de Investigación y Desarrollo en Criotecnología de Alimentos,AR,-34.921451568603516,-57.95452880859375
I4210111172,Protein Technologies (United Kingdom),GB,53.46403884887695,-2.237441062927246
I99065089,Tsinghua University,CN,39.9075,116.39723
I131835042,Bursa Uludağ Üni̇versi̇tesi̇,TR,40.19559097290039,29.060129165649414
I87216513,Michigan State University,US,42.73698,-84.48387
I4210112383,Nestlé (Switzerland),CH,46.46299,6.84345
I4210093414,Bioanalytica (Switzerland),CH,47.0672492980957,8.313719749450684
I183859904,"Islamic Azad University, Mashhad",IR,36.29806900024414,59.60567092895508
I62916508,Technical University of Munich,DE,48.13743,11.57549
I149919469,California Polytechnic State University,US,35.28275,-120.65962
I107139324,Kagoshima University,JP,31.56667,130.55
I4210110659,Zürcher Fachhochschule,CH,47.36667,8.55
I32597200,Ghent University,BE,51.05,3.71667
I880766802,Graduate School USA,US,38.89511,-77.03637
I143302722,University of Kentucky,US,37.98869,-84.47772
I181391015,Universidade Estadual de Campinas (UNICAMP),BR,-22.90556,-47.06083
I3017690349,National University of the Northeast,AR,-27.46784019470215,-58.83440017700195
I4210092306,Max Planck Institute of Colloids and Interfaces,DE,52.415645599365234,12.968931198120117
I173304897,Universidad de Granada,ES,37.18817,-3.60667
I154425047,University of Alberta,CA,53.55014,-113.46871
I146165071,Universidade Federal de Viçosa,BR,-20.75389,-42.88194
I155853523,Minami Kyushu University,JP,31.936870574951172,131.4155731201172
I3129486149,Universitas Jember,ID,-8.172109603881836,113.69953155517578
I4210152009,Protein Research Foundation,JP,34.69374084472656,135.50218200683594
I98285908,Osaka University,JP,34.69379,135.50107
I121748325,Universidad Complutense de Madrid,ES,40.4165,-3.70256
I152429107,Jawaharlal Nehru University,IN,28.621370315551758,77.21479797363281
I4210106702,Instituto de Agroquímica y Tecnología de Alimentos,ES,39.502628326416016,-0.44078999757766724
I255234318,Universidad de Zaragoza,ES,41.65606,-0.87734
I63525965,Western Sydney University,AU,-33.59955978393555,150.7514190673828
I110079840,University of Hohenheim,DE,48.782318115234375,9.177020072937012
I4210098450,Instituto de Fermentaciones Industriales,ES,40.416500091552734,-3.7025599479675293
I74801974,The University of Tokyo,JP,35.68949890136719,139.69171142578125
I161296585,Tokyo University of Science,JP,35.6895,139.69171
I46247651,University of Manitoba,CA,49.8844,-97.14704
I1290683524,Kraft Heinz (United States),US,41.8846321105957,-87.62149810791016
I58918642,"Sofia University ""St. Kliment Ohridski""",BG,42.697509765625,23.32415008544922
I35440088,ETH Zurich,CH,47.36667,8.55
I108103353,Universidad de Valladolid,ES,41.65541,-4.72353
I3129956861,National Institute of Fundamental Studies,LK,7.290599822998047,80.63359832763672
I148366613,National Yang Ming Chiao Tung University,TW,24.80360984802246,120.96861267089844
I4210142150,Ethypharm (France),FR,48.841129302978516,2.2199299335479736
I154526488,Inserm,FR,48.85341,2.3488
I200284239,Universidade de Santiago de Compostela,ES,42.88052,-8.54569
I4210092824,Instituto de la Grasa,ES,37.38283157348633,-5.973169803619385
I79238269,Universidad de Sevilla,ES,37.38283,-5.97317
I24943067,Fudan University,CN,31.222219467163086,121.45806121826172
I169381384,University of Groningen,NL,53.21917,6.56667
I189158943,University of Milan,IT,45.464271545410156,9.189510345458984
I129858807,Universidad de Guanajuato,MX,21.01858,-101.2591
I38234673,Instituto Tecnológico Superior de Irapuato,MX,20.67675018310547,-101.35627746582031
I166459259,Shiraz University,IR,29.610309600830078,52.531131744384766
I103922791,QB3,US,37.77492904663086,-122.41941833496094
I180670191,"University of California, San Francisco",US,37.77493,-122.41942
I141766778,Teagasc - The Irish Agriculture and Food Development Authority,IE,52.8408317565918,-6.926109790802002
I141945490,University of British Columbia,CA,49.24966,-123.11934
I4210147002,Eastern Regional Research Center,US,40.07789993286133,-75.18614196777344
I1312222531,Agricultural Research Service,US,38.895111083984375,-77.03636932373047
I100930933,University College Dublin,IE,53.33306,-6.24889
I223532165,University of Utah,US,40.76078,-111.89105
I122140584,Universidade Federal do Rio de Janeiro,BR,-22.90641975402832,-43.18223190307617
I182534213,Universidade do Porto,PT,41.1485,-8.61097
I4210138594,Rede de Química e Tecnologia,PT,41.14960861206055,-8.610989570617676
I6289922,Universidade de Vigo,ES,42.23282,-8.72264
I309496635,Weihenstephan-Triesdorf University of Applied Sciences,DE,48.40351104736328,11.748760223388672
I187531555,Lund University,SE,55.705841064453125,13.193209648132324
I4210113155,Unilever (Netherlands),NL,51.91448211669922,4.503732204437256
I104854061,Universidad Autónoma del Estado de Hidalgo,MX,20.128055572509766,-98.73444366455078
I4210108471,Le Mans Université,FR,48.0021,0.20251
I2802964274,Interface (United States),US,33.0030403137207,-85.0560073852539
