,name,country,lat,lng
I11932220,Institució Catalana de Recerca i Estudis Avançats,ES,41.388790130615234,2.158989906311035
I5124864,École Polytechnique Fédérale de Lausanne,CH,46.516,6.63282
I78978612,Yangzhou University,CN,32.397220611572266,119.43582916259766
I204722609,Queen's University,CA,44.22976,-76.48098
I86519309,The University of Texas at Austin,US,30.26715,-97.74306
I7882870,University of Glasgow,GB,55.86515,-4.25763
I5023651,McGill University,CA,45.50884,-73.58781
I150229711,University of Electronic Science and Technology of China,CN,30.666669845581055,104.0666732788086
I16391192,Tel Aviv University,IL,32.08088,34.78057
I108290504,University of Pisa,IT,43.70853,10.4036
I193662353,Utrecht University,NL,52.09083,5.12222
I2800229700,Helsinki Institute of Physics,FI,60.16952133178711,24.935449600219727
I95457486,"University of California, Berkeley",US,37.87159,-122.27275
I130238516,University of Minnesota,US,44.97997,-93.26384
I2800939219,RIKEN Center for Brain Science,JP,35.7894401550293,139.6233367919922
I36258959,"University of California, San Diego",US,32.71571,-117.16472
I134446601,Berkeley College,US,40.71427,-74.00597
I4210159266,Mitsubishi Electric (United States),US,33.817291259765625,-118.03824615478516
I1289243028,Oak Ridge National Laboratory,US,36.01036071777344,-84.26963806152344
I189090001,Novo Nordisk (Denmark),DK,55.67594,12.56553
I73142707,Athens University of Economics and Business,GR,37.983760833740234,23.727840423583984
I142444530,University of Trieste,IT,45.64953,13.77678
I12323705,The Abdus Salam International Centre for Theoretical Physics (ICTP),IT,45.64953,13.77678
I183067930,Shanghai Jiao Tong University,CN,31.222219467163086,121.45806121826172
I76130692,Zhejiang University,CN,30.29365,120.16142
I201448701,University of Washington,US,47.60621,-122.33207
I149213910,University of Antwerp,BE,51.22272872924805,4.408430099487305
I170201317,University of Pittsburgh,US,40.44062,-79.99589
I121797337,Leiden University,NL,52.158329010009766,4.493060111999512
I197251160,Hebrew University of Jerusalem,IL,31.76904,35.21633
I53964585,Weizmann Institute of Science,IL,31.89421,34.81199
I181391015,Universidade Estadual de Campinas (UNICAMP),BR,-22.90556,-47.06083
I80397470,New England Complex Systems Institute,US,42.36605453491211,-71.0934829711914
I138006243,University of Arizona,US,32.22174,-110.92648
I165143802,University of Queensland,AU,-27.46794,153.02809
I95674353,UCLouvain,BE,50.66828918457031,4.614429950714111
I1298354342,Brazilian Institute of Geography and Statistics,BR,-22.916969299316406,-43.177066802978516
I139264467,Seoul National University,KR,37.566,126.9784
I4210118429,Instituto de Ciencia de Materiales de Madrid,ES,40.416500091552734,-3.7025599479675293
I134820265,Consejo Superior de Investigaciones Científicas,ES,40.4165,-3.70256
I4210167297,IBM Research - Haifa,IL,32.10221481323242,34.85060501098633
I182083151,Universidad Rey Juan Carlos,ES,40.416500091552734,-3.7025599479675293
I157485424,Korea Advanced Institute of Science and Technology,KR,36.34912872314453,127.38493347167969
I75917431,Nara Institute of Science and Technology,JP,34.68333053588867,135.6999969482422
I149899117,Max Planck Society,DE,48.13743,11.57549
I4210092306,Max Planck Institute of Colloids and Interfaces,DE,52.415645599365234,12.968931198120117
I24676775,Indian Institute of Technology Madras,IN,13.08784008026123,80.27847290039062
I141074810,Korea National University of Education,KR,36.60898208618164,127.36064147949219
I141371507,Soongsil University,KR,37.49638748168945,126.9574966430664
I77430839,S.N. Bose National Centre for Basic Sciences,IN,22.56262969970703,88.363037109375
I109963156,Bidhan Chandra Krishi Viswavidyalaya,IN,22.94826889038086,88.53093719482422
I29770179,Budapest University of Technology and Economics,HU,47.49835,19.04045
I97565354,University of Lausanne,CH,46.516,6.63282
I4210117453,Dana-Farber Cancer Institute,US,42.358428955078125,-71.05976867675781
I136199984,Harvard University,US,42.3751,-71.10561
I4210163633,Institut de Physique Théorique,FR,48.68333,2.13333
I4210128565,CEA Paris-Saclay,FR,48.68333,2.13333
I141945490,University of British Columbia,CA,49.24966,-123.11934
I196345858,Chungnam National University,KR,36.34913,127.38493
I201537933,Tohoku University,JP,38.26667,140.86667
I4104125,Universidade Federal de Santa Catarina,BR,-27.596670150756836,-48.549171447753906
I99065089,Tsinghua University,CN,39.9075,116.39723
I2801204180,Marina Del Rey Hospital,US,33.982120513916016,-118.43937683105469
I90610280,South China University of Technology,CN,23.116670608520508,113.25
I162714631,George Mason University,US,38.84621810913086,-77.3063735961914
I926574661,Leipzig University,DE,51.33962,12.37129
I59611059,Institute of Mathematical Sciences,IN,13.08784,80.27847
I4210125404,Institute of Theoretical Physics,CN,39.89571762084961,116.46057891845703
I76214153,Lanzhou University,CN,36.057010650634766,103.8398666381836
I859038795,Virginia Tech,US,37.22957,-80.41394
I32625721,University of Saskatchewan,CA,52.13238,-106.66892
I13955877,Bar-Ilan University,IL,32.08227,34.81065
I21193070,Beijing Jiaotong University,CN,39.907501220703125,116.39723205566406
I182534213,Universidade do Porto,PT,41.1485,-8.61097
I145847075,TU Wien,AT,48.20849,16.37208
I183935753,King's College London,GB,51.50853,-0.12574
I114772536,Software Engineering Institute,US,40.44660186767578,-79.94999694824219
I4210107353,NEC (United States),US,32.897613525390625,-96.97270202636719
I178102782,John F. Kennedy University,US,37.94797897338867,-122.06079864501953
I196576671,Landau Institute for Theoretical Physics,RU,56.012855529785156,38.38671112060547
I75381157,Wilfrid Laurier University,CA,43.466800689697266,-80.51638793945312
I4210109712,Max Planck Institute for Informatics,DE,49.25777816772461,7.04555606842041
I2801613365,Mitchell Institute,US,43.66535186767578,-70.25150299072266
I91045830,Texas A&M University,US,30.62798,-96.33441
I197940685,National Oceanography Centre,GB,50.90394973754883,-1.4042799472808838
I84218800,"University of California, Davis",US,38.54491,-121.74052
I205783295,Cornell University,US,42.44063,-76.49661
I74801974,The University of Tokyo,JP,35.68949890136719,139.69171142578125
I58956616,Case Western Reserve University,US,41.4995,-81.69541
I57664883,Ajou University,KR,37.29111,127.00889
I98358874,Delft University of Technology,NL,52.00667190551758,4.355559825897217
I37461747,Wuhan University,CN,30.583330154418945,114.26667022705078
I4210127597,Transnational University Limburg,BE,50.910743713378906,5.410819053649902
I99464096,KU Leuven,BE,50.87959,4.70093
I1283103587,AT&T (United States),US,40.669578552246094,-74.63646697998047
I113940042,Shanghai University,CN,31.222219467163086,121.45806121826172
I10902133,Universitat Jaume I,ES,39.98566818237305,-0.04935000091791153
I4210130701,21st Century Technologies (United States),US,30.35411834716797,-97.79794311523438
I73613424,National Institute of Advanced Industrial Science and Technology,JP,36.06024169921875,140.1331024169922
I66890659,Saint Mary's University,CA,44.6426887512207,-63.576881408691406
I4210101327,Twin Cities Orthopedics,US,44.886329650878906,-93.33179473876953
I4210104851,Instituto de Botânica,BR,-23.63353729248047,-46.6248893737793
I204778367,Norwegian University of Science and Technology,NO,63.43049,10.39506
I4210116941,Mediterranean Institute for Advanced Studies,ES,39.667938232421875,2.578670024871826
I35046152,Universidade Federal do Rio Grande do Norte,BR,-5.795000076293945,-35.20943832397461
I204442077,Trinity College,CA,43.69962692260742,-79.41015625
I19370010,Orange (France),FR,48.83502197265625,2.2924718856811523
I4210105455,"Istituto Nazionale di Fisica Nucleare, Sezione di Padova",IT,45.4079704284668,11.885860443115234
I138689650,University of Padua,IT,45.40797,11.88586
I190082696,Durham University,GB,54.77676,-1.57566
I19820366,Chinese Academy of Sciences,CN,39.9075,116.39723
I115475287,Oklahoma State University,US,36.11560821533203,-97.0583724975586
I1281210470,CSIRO Oceans and Atmosphere,AU,-35.28346,149.12807
I4210131271,Institute of Modern Physics,CN,36.056461334228516,103.85980987548828
I68956291,Martin Luther University Halle-Wittenberg,DE,51.48158,11.97947
I4210089289,Estación Biológica de Doñana,ES,37.38283157348633,-5.973169803619385
I185103710,"University of California, Santa Cruz",US,36.97412109375,-122.03079986572266
I94658018,University of Memphis,US,35.14952850341797,-90.04898071289062
I4210144844,Laboratoire d’Analyse et de Mathématiques Appliquées,FR,48.85,2.6
I878213199,Savitribai Phule Pune University,IN,18.51957,73.85535
I35440088,ETH Zurich,CH,47.36667,8.55
I98259816,"Birkbeck, University of London",GB,51.50852966308594,-0.12574000656604767
I4210159731,Laboratoire de Recherche en Informatique de Paris 6,FR,48.85341,2.3488
I4210112925,Max Planck Institute for Biological Cybernetics,DE,48.53666687011719,9.058889389038086
I4210143353,Institut Universitaire des Systèmes Thermiques Industriels,FR,43.29695,5.38107
I4210116669,Château Gombert,FR,43.351497650146484,5.439976215362549
I3124969661,Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,DZ,35.70806884765625,-0.5791260004043579
I157674565,University of Liège,BE,50.633731842041016,5.567490100860596
I98677209,University of Edinburgh,GB,55.95206,-3.19648
I96673099,Technical University of Denmark,DK,55.77043914794922,12.503780364990234
I20529979,University of Electro-Communications,JP,35.65583419799805,139.54417419433594
I37796252,Beijing University of Technology,CN,39.907501220703125,116.39723205566406
I139351228,Office of Scientific and Technical Information,US,36.01036071777344,-84.26963806152344
I192454743,Sandia National Laboratories California,US,37.68186950683594,-121.76801300048828
I4210104735,Sandia National Laboratories,US,35.08449172973633,-106.65113830566406
I4210108489,National Technical Information Service,US,38.80778121948242,-77.1647720336914
I136259955,Toyohashi University of Technology,JP,34.70166778564453,137.4086151123047
I4210135837,National Center for Supercomputing Applications,US,40.110591888427734,-88.20726776123047
I4210157426,"Istituto Nazionale di Fisica Nucleare, Sezione di Roma I",IT,41.89193,12.51133
I861853513,Sapienza University of Rome,IT,41.89193,12.51133
I161318765,"University of California, Los Angeles",US,34.05223,-118.24368
I201713289,African Studies Centre,NL,52.16980743408203,4.478055000305176
I207014233,Kyushu Institute of Technology,JP,33.851810455322266,130.850341796875
I4210132650,Denso (Japan),JP,34.98332977294922,136.98333740234375
I4210136457,Shibuya (Japan),JP,26.42333,127.82139
I204983213,Harbin Institute of Technology,CN,45.75,126.6500015258789
I35928602,Kyung Hee University,KR,37.566,126.9784
I157773358,Sun Yat-sen University,CN,23.11667,113.25
I178232147,Guizhou University,CN,26.420438766479492,106.67110443115234
I4210109189,Univerzitná Nemocnica Louisa Pasteura,SK,48.72238540649414,21.238182067871094
I2251713219,NTT (Japan),JP,35.68952560424805,139.75344848632812
I60858718,University of Aveiro,PT,40.64427,-8.64554
I4210120482,Physico-Technical Institute,RU,56.861183166503906,53.207061767578125
I197274945,Nagoya Institute of Technology,JP,35.18146896362305,136.90640258789062
I126596746,Jagiellonian University,PL,50.061431884765625,19.936580657958984
I148283060,Lawrence Berkeley National Laboratory,US,37.87158966064453,-122.27275085449219
I4210086892,Education University of Hong Kong,HK,22.450069427490234,114.16876983642578
I142393192,College of Staten Island,US,40.714271545410156,-74.00596618652344
I98285908,Osaka University,JP,34.69379,135.50107
I205237279,Nankai University,CN,39.14221954345703,117.17666625976562
I80281795,University of Otago,NZ,-45.87416,170.50361
I133731052,University of Helsinki,FI,60.16952,24.93545
I170215575,National University of Defense Technology,CN,28.198740005493164,112.97087097167969
I53276908,Marymount University,US,38.88100814819336,-77.10427856445312
I4210131919,Xi'an University of Technology,CN,34.258331298828125,108.9286117553711
I4210120496,National Institute of Optics,IT,43.77925,11.24626
I204465549,Washington University in St. Louis,US,38.62727,-90.19789
I184531372,OsloMet – Oslo Metropolitan University,NO,59.91273,10.74609
I188329596,University of Canberra,AU,-35.2834587097168,149.12806701660156
I180949307,Illinois Institute of Technology,US,41.85002899169922,-87.6500473022461
I27804330,Brown University,US,41.82399,-71.41283
I177725633,Chinese University of Hong Kong,CN,22.27832,114.17469
I40053085,Australian Defence Force Academy,AU,-35.28346,149.12807
I31746571,UNSW Sydney,AU,-33.86785,151.20732
I4210114115,IBM Research - Thomas J. Watson Research Center,US,41.270931243896484,-73.77763366699219
I4210111161,Centre Maurice-Halbwachs,FR,48.85341,2.3488
I4210090176,Institute of Computing Technology,CN,39.907501220703125,116.39723205566406
I128956969,Texas Christian University,US,32.72541046142578,-97.32084655761719
I129604602,The University of Sydney,AU,-33.86785,151.20732
I42894916,Data61,AU,-33.86785125732422,151.2073211669922
I40912709,"Institute of Physics, Bhubaneshwar",IN,20.272409439086914,85.83384704589844
I108468826,Stevens Institute of Technology,US,40.74399185180664,-74.03235626220703
I91712215,Saarland University,DE,49.23262,7.00982
I4405392,Boğaziçi University,TR,41.01383972167969,28.94965934753418
I53150469,Feza Gürsey Institute,TR,41.01384,28.94966
I4210086780,Japan Science and Technology Agency,JP,35.6895,139.69171
I184597095,National Institute of Informatics,JP,35.68949890136719,139.69171142578125
I14243506,Hong Kong Polytechnic University,HK,22.27832,114.17469
I79238269,Universidad de Sevilla,ES,37.38283,-5.97317
I1283155146,Panasonic (Japan),JP,34.743953704833984,135.5719757080078
I78037679,UiT The Arctic University of Norway,NO,69.6489,18.95508
I173304897,Universidad de Granada,ES,37.18817,-3.60667
I52099693,University of York,GB,53.95763,-1.08271
I135140700,University of Bonn,DE,50.73438,7.09549
I154570441,"University of California, Santa Barbara",US,34.42083,-119.69819
I166337079,Queen Mary University of London,GB,51.50853,-0.12574
I71052956,University of Reading,GB,51.45624923706055,-0.9711300134658813
I68947357,Université de Strasbourg,FR,48.58392,7.74553
I63135867,University of Cincinnati,US,39.12711,-84.51439
I4210142798,Laser & Plasma Technologies (United States),US,37.08274841308594,-76.39842224121094
I4210104335,Institute for Basic Science,KR,36.34912872314453,127.38493347167969
I592451,Indiana University,US,39.16533,-86.52639
I1351752,Koç University,TR,41.01383972167969,28.94965934753418
I4210115749,Institute of Molecular Physics,PL,52.40692,16.92993
I99542240,Polish Academy of Sciences,PL,52.22977,21.01178
I119449181,Technische Universität Ilmenau,DE,50.68322,10.91858
I39804081,Sorbonne Université,FR,48.85341,2.3488
I15057530,Université de Bordeaux,FR,44.84124,-0.58046
I4210142254,Laboratoire Bordelais de Recherche en Informatique,FR,44.80849,-0.58915
I4210160189,Institut Polytechnique de Bordeaux,FR,44.84044,-0.5805
I20121455,Bielefeld University,DE,52.03333,8.53333
I94722563,University of Jyväskylä,FI,62.24147033691406,25.72088050842285
I82767444,Universidad de Málaga,ES,36.72016143798828,-4.420340061187744
I140172145,University of Connecticut,US,41.80842971801758,-72.24951934814453
I19880235,Lomonosov Moscow State University,RU,55.75222,37.61556
I4399598384,Kyoto University Institute for Chemical Research,,35.02106857299805,135.75384521484375
I22299242,Kyoto University,JP,35.02107,135.75385
I129801699,University of Tasmania,AU,-42.87936,147.32941
I197323543,Johannes Gutenberg University Mainz,DE,49.98419,8.2791
I59411706,Adam Mickiewicz University in Poznań,PL,52.40692,16.92993
I146399215,University of Tsukuba,JP,36.20000076293945,140.10000610351562
I40413290,University of Gdańsk,PL,54.35227,18.64912
I3017851245,Polish-Japanese Academy of Information Technology,PL,52.22977,21.01178
I28407311,University of Manchester,GB,53.48095,-2.23743
I47720641,Huazhong University of Science and Technology,CN,30.58333,114.26667
I4210134592,Observatoire Aquitain des Sciences de l'Univers,FR,44.83061,-0.52675
I4210097863,Laboratoire d'Astrophysique de Bordeaux,FR,44.84124,-0.58046
I9842412,Nanjing University of Aeronautics and Astronautics,CN,32.061668395996094,118.77777862548828
I172675005,Nanyang Technological University,SG,1.28967,103.85007
I4210151352,Biocom,US,32.87836837768555,-117.20684051513672
I180203408,Yokohama National University,JP,35.43333053588867,139.64999389648438
I69740276,Tokyo Metropolitan University,JP,35.68949890136719,139.69171142578125
I83019370,Eindhoven University of Technology,NL,51.44083,5.47778
I200769079,Hong Kong University of Science and Technology,HK,22.27832,114.17469
I22046295,Inner Mongolia Normal University,CN,40.8105583190918,111.6522216796875
I114457229,University of Geneva,CH,46.20222,6.14569
I27483092,University of Perugia,IT,43.1122,12.38878
I884043246,Hamburg University of Technology,DE,53.55073,9.99302
I159176309,Universität Hamburg,DE,53.55073,9.99302
I4210137805,Victoria School of Management,CH,46.99680709838867,6.935996055603027
I71270174,Victoria University,AU,-37.81399917602539,144.96331787109375
I4210163694,Instituto Valenciano de Investigaciones Económicas,ES,39.47391128540039,-0.3796600103378296
I110002522,University of Essex,GB,51.88920974731445,0.9042099714279175
I174458059,National Technical University of Athens,GR,37.983760833740234,23.727840423583984
I1292875679,Commonwealth Scientific and Industrial Research Organisation,AU,-35.28346,149.12807
I121820613,Louisiana State University,US,30.44332,-91.18747
I102149020,University of North Carolina at Charlotte,US,35.22709,-80.84313
I185523456,University of Southern Queensland,AU,-27.56056022644043,151.953857421875
I129774422,University of Vienna,AT,48.20849,16.37208
I111753288,Fujian Normal University,CN,26.061389923095703,119.30610656738281
I197439959,Universidad Del Este,PR,18.380779266357422,-65.95738983154297
I4210096386,Bridge University,SS,4.835000038146973,31.600000381469727
I2800805412,Catholic University College of Bruges–Ostend,BE,51.208919525146484,3.2242400646209717
I878454856,Hasselt University,BE,50.931060791015625,5.337810039520264
I4210131712,Oklahoma State University Oklahoma City,US,35.47516632080078,-97.58203887939453
I4210123216,Rudjer Boskovic Institute,HR,45.81444,15.97798
I155419210,"Islamic Azad University, Science and Research Branch",IR,35.782569885253906,51.317237854003906
I110757952,Slovak University of Technology in Bratislava,SK,48.14815902709961,17.106740951538086
I102335020,Karlsruhe Institute of Technology,DE,49.00937,8.40444
I40963666,Central China Normal University,CN,30.518009185791016,114.3636245727539
I106959904,Florida Institute of Technology,US,28.083629608154297,-80.60810852050781
I8087733,University of Tübingen,DE,48.52265930175781,9.052220344543457
I881766915,Nanjing University,CN,32.061668395996094,118.77777862548828
I62921916,Universidade Federal Rural de Pernambuco,BR,-8.053890228271484,-34.88111114501953
I10824318,Universidade Federal de Ouro Preto,BR,-20.394840240478516,-43.50516891479492
I16285277,William & Mary,US,37.27069854736328,-76.70745849609375
I267592682,Williams (United States),US,36.15501022338867,-95.99031066894531
I205349734,Hokkaido University,JP,43.07817840576172,141.3399658203125
I1314251682,Institut National de la Recherche Agronomique,MA,34.013248443603516,-6.832550048828125
I151201029,Consejo Nacional de Investigaciones Científicas y Técnicas,AR,-34.61315,-58.37723
I2802473995,Balseiro Institute,AR,-41.14556884765625,-71.30821990966797
I2883434090,Bariloche Atomic Centre,AR,-41.14556884765625,-71.30821990966797
I142476485,École Polytechnique,FR,48.71828,2.2498
I194450716,Jilin University,CN,43.88,125.32278
I87445476,Xi'an Jiaotong University,CN,34.25833,108.92861
I179193067,Khon Kaen University,TH,16.44671058654785,102.83300018310547
I18014758,Simon Fraser University,CA,49.26636,-122.95263
I115592961,Jiangsu University,CN,32.21086120605469,119.455078125
I2800235667,Kurchatov Institute,RU,55.752220153808594,37.61555862426758
I149851306,National Academy of Sciences of Ukraine,UA,50.45466,30.5238
I75705878,Institute of Physics,UA,50.386871337890625,30.52827262878418
I4388482696,Naval Research Laboratory Information Technology Division,,38.895111083984375,-77.03636932373047
I99041443,Mississippi State University,US,33.45049,-88.81961
I39422238,University of Illinois Chicago,US,41.85003,-87.65005
I4210113866,Centro de Recursos Educativos Avanzados,CL,-35.43235397338867,-71.81343078613281
I137587207,D. Mendeleyev University of Chemical Technology of Russia,RU,55.752220153808594,37.61555862426758
I79741316,University of Pecs,HU,46.0725,18.23083
I188538660,University of Colorado Boulder,US,40.014991760253906,-105.27055358886719
I4210113369,Microsoft Research Asia (China),CN,39.907501220703125,116.39723205566406
I219193219,Purdue University West Lafayette,US,40.42587,-86.90807
I70900168,Université Savoie Mont Blanc,FR,45.56628,5.92079
I59270414,Indian Institute of Science Bangalore,IN,13.02127456665039,77.56576538085938
I139759216,Beijing University of Posts and Telecommunications,CN,39.907501220703125,116.39723205566406
I108688024,Qingdao University,CN,36.06488037109375,120.38041687011719
I104946051,Nihon University,JP,35.691001892089844,139.73760986328125
I129858807,Universidad de Guanajuato,MX,21.01858,-101.2591
I55741626,Technical University of Crete,GR,35.51123809814453,24.02920913696289
I12097938,West Virginia University,US,39.62953,-79.9559
I4210122684,Sony Computer Science Laboratories,JP,35.6259651184082,139.73052978515625
I114531698,Tokyo Institute of Technology,JP,35.68949890136719,139.69171142578125
I51556381,University of Virginia,US,38.02931,-78.47668
I34077901,Juntendo University,JP,35.70222091674805,139.76083374023438
I4210132452,Saitama International Medical Center,JP,35.92158889770508,139.32199096679688
I125839683,Beijing Institute of Technology,CN,39.9075,116.39723
I87216513,Michigan State University,US,42.73698,-84.48387
I183594015,Tsuda University,JP,35.72197723388672,139.4661407470703
I4210145865,IBM Research - Tokyo,JP,35.68949890136719,139.69171142578125
I204291657,Hosei University,JP,35.695556640625,139.74139404296875
I686019,AGH University of Krakow,PL,50.061431884765625,19.936580657958984
I51158804,Massey University,NZ,-40.35636,175.61113
I4210152232,Institute of Informatics of the Slovak Academy of Sciences,SK,48.14815902709961,17.106740951538086
I114017466,University of Technology Sydney,AU,-33.86785,151.20732
I207123951,New Mexico Institute of Mining and Technology,US,34.05839920043945,-106.89141845703125
I116953780,Tongji University,CN,31.222219467163086,121.45806121826172
I1335415512,Korea Meteorological Administration,KR,37.566,126.9784
I142263535,University of Nottingham,GB,52.9536,-1.15047
I82002896,Central University of Venezuela,VE,10.48801,-66.87919
I31595395,Chengdu University of Technology,CN,30.666669845581055,104.0666732788086
I96357137,Saint Paul University,CA,45.41117,-75.69812
I4210089933,St. Paul's University,KE,-1.2886040210723877,36.82793045043945
I133557312,Rikkyo University,JP,35.68949890136719,139.69171142578125
I4141589,National University of Rosario,AR,-32.94682,-60.63932
I4210147873,Instituto de Biología Molecular y Celular de Rosario,AR,-32.969852447509766,-60.62473678588867
I17145004,Northwestern Polytechnical University,CN,34.258331298828125,108.9286117553711
